id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
3420,No candidate mentioned,0.4146,yes,0.6439,Neutral,0.3247,None of the above,0.4146,,InkpotGames,,0,,,"Definitely Off Topic:

Watched the #GOPDebate last night and was thoroughly entertained.",,8/7/2015 9:18,6.29688E+17,"Saint Louis, MO",
3421,Rand Paul,0.6733,yes,1,Negative,0.6535,None of the above,1,,seasicksiren,,0,,,@RandPaul totally pulled a Leeroy Jenkins last night at the #GOPdebate charging in against @realDonaldTrump  and had similar results. #WoW,,8/7/2015 9:18,6.29688E+17,,Pacific Time (US & Canada)
3422,No candidate mentioned,1,yes,1,Positive,1,None of the above,1,,bethpariseau,,1,,,"#FF 
Best source for what's going on in US Senate: @SenTomCotton
Best commentary: @BuckSexton 
Best #GOPDebate performance: @CarlyFiorina",,8/7/2015 9:18,6.29688E+17,Northwest Arkansas,Pacific Time (US & Canada)
3423,No candidate mentioned,1,yes,1,Negative,1,None of the above,0.6939,,Professor_D,,0,,,.@instagram Y’all taking down the @DreamDefenders account for criticizing the #GOPDebate is some bullshit.,,8/7/2015 9:18,6.29688E+17,Somewhere around Austin,Central Time (US & Canada)
3424,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,robjones3030,,0,,,Watching FOX #GOPDebate (?) was like watching a football game where every time the ball is hiked... the refs all dogpile the same player.,,8/7/2015 9:18,6.29688E+17,A bit outside of Ft Worth,Central Time (US & Canada)
3425,No candidate mentioned,1,yes,1,Neutral,1,None of the above,1,,KellyM716,,0,,,Watched the #GOPDebate with my political buddy. #daddy ❤🐘 http://t.co/dqr7LjEwNu,,8/7/2015 9:18,6.29688E+17,,Eastern Time (US & Canada)
3426,Marco Rubio,0.4707,yes,0.686,Negative,0.686,Jobs and Economy,0.4707,,nickjcmw,,170,,,"RT @TheDemocrats: Marco Rubio’s tax plan is pure 80s: 
↑ taxes for working families 
↓ taxes for those at the top. 
#OMGOP #GOPDebate http:…",,8/7/2015 9:18,6.29688E+17,,
3427,No candidate mentioned,1,yes,1,Neutral,0.6591,None of the above,1,,GHalv,,0,,,Yep… And it ain't pretty -- Hillary is loving life. #GOPDebate  https://t.co/TrumOOJA4G,,8/7/2015 9:18,6.29688E+17,"Nashville, Tennessee",Central Time (US & Canada)
3428,Donald Trump,1,yes,1,Negative,1,None of the above,0.7097,,DalekTucker,,0,,,FOR SHIT'S SAKE... TURN ON THE TV AND IT WAS STILL ON FOX FROM THE #GOPDebate AND ALL I SEE IS PEOPLE GOBBLING @realDonaldTrump 'S KNOB.,,8/7/2015 9:18,6.29688E+17,,
3429,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,BikerBecca,,0,,,@Reince - That's because we all came for the laughs and bat shit crazy comments. #GOPDebate,,8/7/2015 9:18,6.29688E+17,San Francisco,Pacific Time (US & Canada)
3430,Ted Cruz,1,yes,1,Neutral,0.3477,Foreign Policy,0.6754,,rcadyn,,27,,,"RT @danholler: Cruz hit unconstitutional executive actions, #PlannedParenthood, religious liberty and Iran deal in final answer. #GOPDebate",,8/7/2015 9:18,6.29688E+17,,
3431,No candidate mentioned,0.4398,yes,0.6632,Neutral,0.6632,None of the above,0.4398,,LambasixX,,0,,,Countries in Africa  RT' &amp; DL' #InternationalBeerDay #GOPDebate #fridayreads @timaya #AMAYANABO_cover  »» http://t.co/DRKtW64C1u,,8/7/2015 9:18,6.29688E+17,DOPECITY HD,London
3432,Rand Paul,0.4259,yes,0.6526,Neutral,0.3474,None of the above,0.4259,,Al_Nimer,,1,,,RT @jerrydoyle: Dust up between @RandPaul and @ChrisChristie at the #GOPDebate over #NSA http://t.co/EZMufRVHhQ Christie won when Paul brou…,,8/7/2015 9:18,6.29688E+17,"DFW, Texas",Central Time (US & Canada)
3433,Donald Trump,1,yes,1,Negative,0.6739,FOX News or Moderators,1,,borsato79,,2,,,"RT @HellBlazeRaiser: @FoxNews @megynkelly @BretBaier court @realDonaldTrump to boost their ratings, but try to undermine him at the #GOPDeb…",,8/7/2015 9:18,6.29688E+17,,
3434,No candidate mentioned,1,yes,1,Negative,1,Foreign Policy,0.3905,,william4manu,,4,,,RT @TheXclass: #GOPDebate taught us that it's OK to buy Democracy and sacrifice Other Peoples Kids in WAR! to make the whole thing profitab…,,8/7/2015 9:18,6.29688E+17,United States of America,
3435,Ted Cruz,1,yes,1,Positive,0.6786,None of the above,0.6786,,KastonHall,,219,,,"RT @DLoesch: Cruz, Rubio led the night tonight. #GOPDebate",,8/7/2015 9:18,6.29688E+17,"Macon,Georgia",Eastern Time (US & Canada)
3436,No candidate mentioned,1,yes,1,Neutral,0.7059,None of the above,0.6471,,Cromwell_MM,,57,,,"RT @kristina_schake: .@jmpalmieri: ""Hillary Clinton wasn't on the stage, but we think she was the clear winner."" #GOPDebate http://t.co/SLz…",,8/7/2015 9:18,6.29688E+17,Melbourne,Melbourne
3437,No candidate mentioned,1,yes,1,Negative,0.6472,Women's Issues (not abortion though),1,,kehl_7,,0,,,Recap of the #GOPdebate: these #TenMen want to make choices for all women. #GOPtbt http://t.co/YUikaXrvtV,,8/7/2015 9:18,6.29688E+17,,
3438,No candidate mentioned,0.49,yes,0.7,Negative,0.3667,None of the above,0.49,,FreedomJames7,,8,,,"Who Wants A Hug?
#GOPDebate http://t.co/iaTS8vyx7c",,8/7/2015 9:18,6.29688E+17,,
3439,No candidate mentioned,0.3923,yes,0.6264,Positive,0.3297,,0.234,,Lydia4Liberty,,0,,,#GOPDebate moderated by @foxnews was our chance to ask questions the right cares about not what left is concerned with @IngrahamAngle 2/2,,8/7/2015 9:18,6.29688E+17,USA,Central Time (US & Canada)
3440,No candidate mentioned,1,yes,1,Neutral,0.6842,None of the above,0.6842,,TheTrianoKid,,129,,,"RT @RickSantorum: ""I'm going to take a blowtorch to the I.R.S."" -@RickSantorum #GOPDebate",,8/7/2015 9:18,6.29688E+17,GP | Allendale | ,Quito
3441,No candidate mentioned,1,yes,1,Positive,1,None of the above,0.6717,,BrucePurple,,1,,,RT @SalenaZitoTrib: Thanks @BrucePurple @DaneStrother @ChipFelkel for your input on @OffRoadPolitics on #GOPDebate http://t.co/6OFOA0Hqpa h…,,8/7/2015 9:18,6.29688E+17,"Washington, DC",Eastern Time (US & Canada)
3442,Donald Trump,1,yes,1,Neutral,0.6413,Immigration,0.663,,ThePhoenixSun,,0,,,Donald #Trump visited the border. John #Kasich attended a gay wedding. Q: Which man is braver? #GOPDebate #LowBar,,8/7/2015 9:18,6.29688E+17,"Phoenix, AZ, USA",Pacific Time (US & Canada)
3443,No candidate mentioned,1,yes,1,Neutral,1,None of the above,0.6354,,Rumel,,6,,,"RT @JenniLathrop: ""American exceptionalism"" is NOT theology. #GOPDebate",,8/7/2015 9:18,6.29688E+17,Lincoln/Omaha,Central Time (US & Canada)
3444,Donald Trump,0.4218,yes,0.6495,Negative,0.6495,None of the above,0.4218,,freestyldesign,,0,,,"Trump tanked, so you ignore every single other candidate?? #txot #ccot #GOPDebate",,8/7/2015 9:18,6.29688E+17,Seattle WA USA,Pacific Time (US & Canada)
3445,No candidate mentioned,1,yes,1,Neutral,0.3407,None of the above,1,,LoraRae,,0,,,Watching the #GOPDebate again. If you vote in this primary... listen to the quiet smart people instead of the loud people. Please. Bah.,,8/7/2015 9:18,6.29688E+17,The Big Apple,Eastern Time (US & Canada)
3446,No candidate mentioned,0.4654,yes,0.6822,Positive,0.245,None of the above,0.245,,Smithstoreithsv,,60,,,RT @MolonLabe1776us: Retweet if you think @HillaryClinton should be in PRISON. #Benghazi #Tcot #rednationrising #wakeupamerica #GOPDebate h…,,8/7/2015 9:18,6.29688E+17, Alabama,
3447,No candidate mentioned,0.4502,yes,0.6709,Neutral,0.6709,None of the above,0.4502,,LambasixX,,0,,,I've got ma brand  RT' &amp; DL' #InternationalBeerDay #GOPDebate #fridayreads @timaya #AMAYANABO_cover  »» http://t.co/DRKtW64C1u,,8/7/2015 9:18,6.29688E+17,DOPECITY HD,London
3448,,0.2287,yes,0.6458,Negative,0.6458,Women's Issues (not abortion though),0.4171,,dariasolo,,0,,,"That's a good way to dispel sexism charges for sure, calling a female journalist a bimbo. #GOPDebate  https://t.co/HARNfFYfdm",,8/7/2015 9:18,6.29688E+17,UAE,Eastern Time (US & Canada)
3449,Ben Carson,0.686,yes,1,Positive,1,None of the above,0.6628,,smoothblinkrule,,1,,,RT @NathanHaynes24: @FoxNews  after last night's #GOPDebate  @RealBenCarson @GovMikeHuckabee  have emerged as my top two,,8/7/2015 9:18,6.29688E+17,"Florida, USA",Pacific Time (US & Canada)
3450,Ted Cruz,0.4395,yes,0.6629,Neutral,0.6629,None of the above,0.4395,,USAforTedCruz,,0,,,Ted Cruz with Sean Hannity After the #GOPDebate http://t.co/uIAoTVyd8Z,,8/7/2015 9:18,6.29688E+17,,
3451,No candidate mentioned,1,yes,1,Negative,0.6776,Women's Issues (not abortion though),0.6776,,NinaSPakdi,,0,,,Treating women like human beings isn't political correctness. #GOPDebate,,8/7/2015 9:18,6.29688E+17,"Philadelphia, PA",
3452,No candidate mentioned,0.3765,yes,0.6136,Neutral,0.3068,,0.2371,,palmaceiahome1,,6,,,"Rush Limbaugh ""Fox News made the debate seem like there is a Republican war on women.""  #EpicFail #FoxNews #GOPDebate",,8/7/2015 9:18,6.29688E+17,,Quito
3453,No candidate mentioned,0.4282,yes,0.6544,Neutral,0.6544,None of the above,0.4282,,KdubTheBlock,,0,,,IceCube 4 President!!! 😉@DonnieWahlberg: I love seeing the #StraightOuttaCompton movie preview during the #GOPDebate!,,8/7/2015 9:18,6.29688E+17,DubCity,Eastern Time (US & Canada)
3454,No candidate mentioned,0.4085,yes,0.6392,Neutral,0.6392,,0.2306,,solvo471,,0,,,@OutnumberedFNC mentioned @ericbolling likes his #titosvodka and soda. Excellent choice for #GOPDebate watching.,,8/7/2015 9:18,6.29688E+17,"San Francisco, CA",
3455,Ben Carson,1,yes,1,Neutral,0.6336,Racial issues,0.6978,,ArrogantDemon,,22,,,"RT @rodimusprime: Ben Carson is all these candidates ""black friend"" they not actually listening to him but they are being so civil towards …",,8/7/2015 9:18,6.29688E+17,"LexCorp Towers, Metropolis",Eastern Time (US & Canada)
3456,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,Texastiger89,,1,,,RT @Couranto: Rush now mocking Megyn Kelly as self serving &amp; narcissistic. #KellyFile #GOPDebate #FOXDebate,,8/7/2015 9:18,6.29688E+17,"Houston, Texas",Central Time (US & Canada)
3457,No candidate mentioned,1,yes,1,Neutral,1,None of the above,1,,NanceBonita,,8,,,RT @JeneralPR: Now! @ninaturner on @hardball with Chris Matthews discussing #GOPDebate http://t.co/08I67jQo7g,,8/7/2015 9:18,6.29688E+17,north carolina,
3458,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,0.6701,,sweetsabina,,61,,,RT @benshapiro: This is the worst episode of Fox &amp; Friends ever. #GOPDebate,,8/7/2015 9:18,6.29688E+17,,Hawaii
3459,No candidate mentioned,1,yes,1,Negative,0.6667,Healthcare (including Medicare),1,,stourmy,,2,,,RT @EliseVess: Healthcare used to be unavailable to low income people. The affordable care act isn't stealing it's healing. #GOPDebate,,8/7/2015 9:18,6.29688E+17,northeast usa,Quito
3460,No candidate mentioned,0.4492,yes,0.6702,Neutral,0.6702,Religion,0.4492,,Gwain,,0,,,#GOPDebate - Watching Pataki talk about taking on radical Islam. Wonder if he'd do the same against radical Christianity...#NotReally,,8/7/2015 9:18,6.29688E+17,"Seattle, WA",Pacific Time (US & Canada)
3461,No candidate mentioned,1,yes,1,Neutral,0.6297,None of the above,1,,j_g_williamson,,419,,,RT @rachelhills: .@HillaryClinton to the Republicans: #GOPDebate http://t.co/z71BjpCpaq,,8/7/2015 9:18,6.29688E+17,,Eastern Time (US & Canada)
3462,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,0.6778,,smoothblink_pcs,,8,,,RT @FMJAmerican: Megyn Kelly Chris Wallace and Brett Bair were no doubt posing questions to incite attacks and drama..and it backfired #GOP…,,8/7/2015 9:18,6.29688E+17,United States,Pacific Time (US & Canada)
3463,No candidate mentioned,1,yes,1,Negative,0.7056,FOX News or Moderators,0.653,,Roxsett27573,,1,,,Why is #outnumbered trying to make the #GOPDebate more exciting than it was? @foxnews has all shows promoting the weak debate. #outnumbered,,8/7/2015 9:18,6.29688E+17,"North Carolina, USA",Eastern Time (US & Canada)
3464,Donald Trump,0.481,yes,0.6936,Negative,0.6936,None of the above,0.481,,bjankord,,0,,,Waiting for the internet to do a mash-up of @realDonaldTrump's #GOPDebate highlights &amp; @RaeSremmurd's Up Like Trump: https://t.co/sZQBYrQwwz,,8/7/2015 9:18,6.29688E+17,"Olathe, KS",Central Time (US & Canada)
3465,No candidate mentioned,0.4545,yes,0.6742,Negative,0.6742,Women's Issues (not abortion though),0.4545,,arnab156,,0,,,"Donna Brazile saying ""They offered testosterone with a bit of Tabasco."" Isnt this sexist too? Bad comment. #GOPDebate #donnabrazile",,8/7/2015 9:18,6.29688E+17,,
3466,No candidate mentioned,1,yes,1,Negative,0.6907,None of the above,0.6907,,mrnick107,,0,,,The winner of the GOP debate was ... Hillary Clinton! #GOPDebate,,8/7/2015 9:18,6.29688E+17,,
3467,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,Mulder24,,0,,,"Megyn Kelly played the Female Card. It added nothing to the debate. 
#GOPDebate  https://t.co/749kiiiO2A",,8/7/2015 9:18,6.29688E+17,Texas,Central Time (US & Canada)
3468,Ben Carson,1,yes,1,Positive,0.6649,None of the above,1,,HannahLeeRogers,,0,,,Wondering how the day after the #GOPDebate is going? I've ordered Dominos and read through my watch party swag: http://t.co/NQqXm33AEr,,8/7/2015 9:18,6.29688E+17,,Central Time (US & Canada)
3469,No candidate mentioned,0.4293,yes,0.6552,Negative,0.6552,Racial issues,0.2259,,tomgreen1959,,47,,,RT @Bidenshairplugs: American kids of European ancestry are among the smartest kids in the world. Our problem is we are importing third wor…,,8/7/2015 9:18,6.29688E+17,,
3470,No candidate mentioned,1,yes,1,Negative,0.6503,Jobs and Economy,0.3606,,taylormarsh,,0,,,But the sound bite Rush Limbaugh played was @CarlyFiorina on Hillary Clinton. #GOPDebate  Carly: Democrat party is undermining US fabric.,,8/7/2015 9:18,6.29688E+17,"Washington, D.C. area",
3471,No candidate mentioned,1,yes,1,Negative,1,Abortion,1,,PFunkZillaZilla,,0,,,Candidates who argue folks opposed to abortion shouldn't have to tax fund PP are gonna be mad when I tax veto this Mexico wall #GOPDebate,,8/7/2015 9:18,6.29688E+17,,Eastern Time (US & Canada)
3472,No candidate mentioned,1,yes,1,Negative,1,None of the above,0.6582,,heneghanp,,0,,,The fact that several #GOPDebate-rs admit a voice in their head told them to run underscores the need for a mental health system overhaul.,,8/7/2015 9:18,6.29688E+17,,Central Time (US & Canada)
3473,No candidate mentioned,1,yes,1,Negative,1,None of the above,0.6934,,AlyxCullen,,0,,,Next #GOPdebate: reality dating show format in which Megyn Kelly  is the Bachelorette and has only 9 roses.,,8/7/2015 9:18,6.29688E+17,"New York, New York, USA",Quito
3474,No candidate mentioned,1,yes,1,Negative,0.6838,FOX News or Moderators,1,,Decoder2,,1,,,RT @CarlSpry: #Outnumbered please don't jump on @Foxnews' bandwagon. Hold yourselves &amp; the #GOPDebate moderators accountable for their view…,,8/7/2015 9:18,6.29688E+17,,Pacific Time (US & Canada)
3475,Jeb Bush,1,yes,1,Neutral,0.6667,None of the above,1,,KEvangelista263,,113,,,"RT @BuckSexton: Hey Jeb: ""earned legal status"" = Amnesty. We've played this game before. #GOPDebate",,8/7/2015 9:18,6.29688E+17,,Pacific Time (US & Canada)
3476,Donald Trump,0.4287,yes,0.6548,Positive,0.3333,FOX News or Moderators,0.4287,,Go_GOP_2016,,0,,,"Women always call men pigs. If #Trump calls them a dog they should shut up, hypocrites @realdonaldtrump @megynkelly #GOPDebate #tcot #tlot",,8/7/2015 9:18,6.29688E+17,California,
3477,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,NevadaBeFree,,0,,,"Like #gop establishment, @FoxNews seems to circle wagons &amp; disdain #conservatives. Becoming CNN?

#GOPDebate 

http://t.co/F2bOJSTiB5",,8/7/2015 9:18,6.29688E+17,"Las Vegas, NV",Pacific Time (US & Canada)
3478,Donald Trump,1,yes,1,Negative,1,None of the above,1,,austin_taylor31,,3,,,RT @bengeesaman: Trump answers every question with an insult that is completely off topic. 😂 #GOPDebate,,8/7/2015 9:18,6.29688E+17,,
3479,No candidate mentioned,1,yes,1,Negative,0.7033,None of the above,0.7033,,SChapaSABJ,,0,,,"On energy, the Republican candidates sounded a lot like Obama? http://t.co/5LACcafUXW (via @slate) #GOPDebate #RepublicanDebate #EagleFord",,8/7/2015 9:18,6.29688E+17,"San Antonio, Texas",Central Time (US & Canada)
3480,Donald Trump,1,yes,1,Positive,0.6564,FOX News or Moderators,0.6564,,ELEMEL67,,0,,,@realDonaldTrump @FoxNews so much fun watching the GOP/FOX circus implode. #GOPDebate,,8/7/2015 9:18,6.29688E+17,"Cincinnati, Ohio",Pacific Time (US & Canada)
3481,Donald Trump,1,yes,1,Neutral,0.6404,None of the above,1,,Shanfroman,,0,,,"Check it out!

https://t.co/36CvqAYkjo

https://t.co/qetdTD8hCz

https://t.co/m3B39R61y8

@realDonaldTrump
#GOPDebate http://t.co/EY2marGcQo",,8/7/2015 9:18,6.29688E+17,"Hillsdale, Michigan",Eastern Time (US & Canada)
3482,Donald Trump,1,yes,1,Negative,1,None of the above,1,,AmberRhea5,,0,,,"To make it easier for you younger folks to understand...

@realDonaldTrump's douchebaggery game is on FLEEK!

#GOPDebate #whatadick",,8/7/2015 9:18,6.29688E+17,I'm somewhere ignoring Louis.,Atlantic Time (Canada)
3483,Donald Trump,1,yes,1,Negative,0.6429,None of the above,1,,Mitchiavelli,,2,,,RT @socknstocks: I feel like trump's hair is enough to tell u he doesn't have a handle on things #GOPDebate,,8/7/2015 9:18,6.29688E+17,Lindsay Ontario,Pacific Time (US & Canada)
3484,Donald Trump,1,yes,1,Negative,0.6362,None of the above,0.6362,,SteveLong71,,0,,,"I was looking forward 2 a fair &amp; substantive #GOPDebate what i got was 3 Trump hating,libeRino Jeb luvin gop estab butt kissin tabloid filth",,8/7/2015 9:18,6.29688E+17,Charleston WV,Eastern Time (US & Canada)
3485,No candidate mentioned,1,yes,1,Negative,1,None of the above,0.6475,,trekkieemily,,1,,,"RT @2tuff15: Dont know who won the #GOPDebate but I know who lost....me, cause I watched it.",,8/7/2015 9:18,6.29688E+17,hoenn region ,Central Time (US & Canada)
3486,No candidate mentioned,0.3872,yes,0.6222,Neutral,0.6222,None of the above,0.3872,,bluesouldier,,0,,,RT @washingtonpost: We fact checked 20 claims from last night's GOP presidential debates http://t.co/fohizbM2xm #factsonly #GoPdebate,,8/7/2015 9:18,6.29688E+17,Michigan,Eastern Time (US & Canada)
3487,No candidate mentioned,1,yes,1,Positive,1,FOX News or Moderators,1,,allurephoto,,121,,,RT @AmyMek: Thank you @seanhannity for being One of the Only True Conservatives at @FoxNews! Patriots appreciate you &amp; America needs you! #…,,8/7/2015 9:18,6.29688E+17,"Kansas, USA",Central Time (US & Canada)
3488,Donald Trump,1,yes,1,Negative,1,FOX News or Moderators,1,,jamesKARATEpolk,,0,,,Trump should become host of Fox News... maybe I'd actually watch it. Stand-up comedy at its finest #GOPDebate,,8/7/2015 9:18,6.29688E+17,,
3489,John Kasich,1,yes,1,Neutral,0.6819,LGBT issues,0.6819,,Scrumple,,92,,,"RT @RexHuppke: John Kasich admits going to a gay wedding.

He will be missed.

#GOPDebate",,8/7/2015 9:18,6.29688E+17,Crossroads,Eastern Time (US & Canada)
3490,No candidate mentioned,1,yes,1,Positive,1,None of the above,0.6559,,storm_paglia,,0,,,Phenomenal analysis of the #GOPDebate by @guypbenson - be sure to follow #RSG15 for the major candidates' next stop! https://t.co/VewxHJKIJX,,8/7/2015 9:18,6.29688E+17,"Fairfax, VA",Eastern Time (US & Canada)
3491,Donald Trump,0.4673,yes,0.6836,Negative,0.6836,Immigration,0.4673,,TrumpIssues,,2,,,"An illegal alien can be deported 5 X, make it back into the country, kill an American woman, but Trump can't call someone a dog. #GOPDebate",,8/7/2015 9:18,6.29688E+17,United States Of America,Pacific Time (US & Canada)
3492,No candidate mentioned,0.4187,yes,0.6471,Negative,0.6471,None of the above,0.4187,,jtakang7_22,,1,,,"RT @deabillk: 99% sure none of these candidates have read the deal in full, yet they're somehow sure of its failure. #GOPdebate",,8/7/2015 9:18,6.29688E+17,"Georgia, USA",Atlantic Time (Canada)
3493,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,jewgravy,,0,,,"If there's anything Republican candidates have learned from the 2012 election, it's nothing.

#GOPDebate",,8/7/2015 9:18,6.29688E+17,Depends where I am.,
3494,Marco Rubio,0.4594,yes,0.6778,Positive,0.3444,Immigration,0.4594,,SeaBassThePhish,,0,,,Rubio actually answering a question about immigration. Color me impressed #GOPDebate,,8/7/2015 9:18,6.29688E+17,,Eastern Time (US & Canada)
3495,No candidate mentioned,1,yes,1,Negative,0.6725,None of the above,1,,My3Alexandra,,0,,,Were the #Koch brothers disappointed that the swimsuit portion was not aired #GOPDebate,,8/7/2015 9:18,6.29688E+17,New Jersey,
3496,John Kasich,0.4686,yes,0.6845,Negative,0.6845,LGBT issues,0.4686,,PartesanJournal,,0,,,"Unlike John Kasich, I do not recognize and/or accept the @USSupremeCourt ruling on Marriage Equality #GOPDebate",,8/7/2015 9:18,6.29688E+17,GOD Help America!,Eastern Time (US & Canada)
3497,Marco Rubio,1,yes,1,Positive,0.6848,Immigration,1,,Q142day,,124,,,"RT @MattyIceAZ: To be fair, Marco Rubio has a point. Tougher immigration laws might have prevented his parents from getting in. #GOPDebate",,8/7/2015 9:18,6.29688E+17,,
3498,No candidate mentioned,0.6495,yes,1,Negative,0.6907,None of the above,0.6907,,ScottLimbrick,,0,,,"Spot on by @NYTimeskrugman - #GOPDebate Presidential field ""a lineup of cranks"" #2016 http://t.co/WOQo4VLY9P",,8/7/2015 9:18,6.29688E+17,London,Melbourne
3499,No candidate mentioned,1,yes,1,Neutral,0.6639,None of the above,1,,ValerieDog,,8,,,"RT @Radia_a_a: If we vote for you will anime become real?
 #GOPDebate",,8/7/2015 9:18,6.29688E+17,"Parma, OH",Central Time (US & Canada)
3500,Rand Paul,1,yes,1,Negative,1,None of the above,1,,tweetybirdnerd,,1,,,"#RonPaul proved at the #GOPDebate
That he isn't ready or qualified to be
#POTUS",,8/7/2015 9:18,6.29688E+17,,Pacific Time (US & Canada)
3501,No candidate mentioned,1,yes,1,Negative,0.6611,None of the above,1,,JayBelize23,,0,,,"The Democrat Party is undermining the very character of this nation. --
Carly Fiorina #GOPDebate winner",,8/7/2015 9:18,6.29688E+17,Intracoastal Waterway,
3502,No candidate mentioned,1,yes,1,Positive,1,Abortion,0.701,,sweetsabina,,53,,,RT @benshapiro: Jindal giving excellent Planned Parenthood answer here. #GOPDebate,,8/7/2015 9:18,6.29688E+17,,Hawaii
3503,No candidate mentioned,0.4217,yes,0.6494,Neutral,0.6494,,0.2277,,ShaunaDeNada,,8,,,RT @ClimateDesk: Check out @BernieSanders' tweets about how Fox's #GOPdebate dealt with climate http://t.co/Vdi62oTUqO via @grist http://t.…,,8/7/2015 9:18,6.29688E+17,"Washington, DC",Central Time (US & Canada)
3504,Marco Rubio,0.4335,yes,0.6584,Negative,0.6584,None of the above,0.4335,,ChandreshT,,0,,,I just noticed that Rubio's ears are huge. #GOPDebate,,8/7/2015 9:18,6.29688E+17,Singapore,Singapore
3505,No candidate mentioned,0.3923,yes,0.6264,Negative,0.6264,Abortion,0.3923,,solitaryspook,,343,,,"RT @JessicaValenti: If these dudes are so anti-abortion, I'd like to hear their plan for expanding birth control and Plan B. WAITING. #GOPD…",,8/7/2015 9:17,6.29688E+17,"Knoxville, TN",Eastern Time (US & Canada)
3506,Marco Rubio,1,yes,1,Positive,1,None of the above,1,,larry_midkiff,,21,,,RT @TeamMarcoNY: .@marcorubio is the LEADER we need to save this country and the American Dream! #GOPDebate #TeamMarco http://t.co/gC1hKxJA…,,8/7/2015 9:17,6.29688E+17,"roselawn,indiana",
3507,Donald Trump,0.4265,yes,0.6531,Positive,0.6531,None of the above,0.4265,,Kaylagreene0017,,0,,,#GOPDebate #DonaldTrump all the way. Time to fix Obama's mess.,,8/7/2015 9:17,6.29688E+17,,
3508,Donald Trump,0.4756,yes,0.6897,Neutral,0.3678,None of the above,0.4756,,mauritaniafrica,,0,,,"vicenews: Here's what happened at last night's #GOPDebate. Yes, realDonaldTrump was there: http://t.co/5Sgveo7r8n http://t.co/ASdsfke513",,8/7/2015 9:17,6.29688E+17,U.S.A,Eastern Time (US & Canada)
3509,No candidate mentioned,1,yes,1,Neutral,1,None of the above,1,,kehl_7,,0,,,"Last night's #GOPDebate: what topics merited attention, and which were ignored #GOPtbt http://t.co/CBj5lBdlZj",,8/7/2015 9:17,6.29688E+17,,
3510,No candidate mentioned,1,yes,1,Positive,0.6744,None of the above,1,,GregJeffery888,,0,,,RT tates5a: SURPRISE OF THE NIGHT: BernieSanders won #GOPDebate with #DebateWithBernie on Twitter … http://t.co/BGlK509Gv0,,8/7/2015 9:17,6.29688E+17,,
3511,Donald Trump,1,yes,1,Neutral,1,None of the above,1,,rtoberl,,0,,,"ABC's @WNTonight Ignores 5 p.m. #GOPDebate, @CBSEveningNews Omits @CarlyFiorina's Line on Trump http://t.co/D0F07gyeT4",,8/7/2015 9:17,6.29688E+17,,Eastern Time (US & Canada)
3512,No candidate mentioned,1,yes,1,Negative,0.6522,None of the above,0.6522,,DubbleDhee,,0,,,@clarawrrr Pro life Till it gets a quality education &amp; rejects Conservative  principles. #GOPDebate,,8/7/2015 9:17,6.29688E+17,,Atlantic Time (Canada)
3513,Mike Huckabee,1,yes,1,Negative,0.6813,None of the above,0.6374,,Lady_Battle,,0,,,"""Benghazi"" @MikeHuckabeeGOP ""ooooooooooh"" - the crowd #GOPDebate",,8/7/2015 9:17,6.29688E+17,Minnesota,Central Time (US & Canada)
3514,No candidate mentioned,1,yes,1,Neutral,0.6727,Religion,1,,AJC4others,,0,,,#GOPDebate it might be safe to say NONE of them seemed to believe GOD was watching,,8/7/2015 9:17,6.29688E+17,,
3515,Donald Trump,1,yes,1,Positive,1,Healthcare (including Medicare),0.6787,,vlevy2,,0,,,@realDonaldTrump thank u for ur support of Single Payer HC last night at the #GOPDebate. I hope ur supporters agree in it also! #obamacare,,8/7/2015 9:17,6.29688E+17,"Rowan County, NC",Eastern Time (US & Canada)
3516,Scott Walker,0.3847,yes,0.6202,Negative,0.6202,None of the above,0.3847,,Q142day,,64,,,RT @MattyIceAZ: Scott Walker continues to nod in agreement with the other candidates praying he doesn't get called on again. #GOPDebate,,8/7/2015 9:17,6.29688E+17,,
3517,No candidate mentioned,1,yes,1,Positive,0.6612,None of the above,1,,GregJeffery888,,0,,,RT tates5a: SURPRISE OF THE NIGHT: BernieSanders won #GOPDebate with #DebateWithBernie on Twitter … http://t.co/6bJ5TjNLIu,,8/7/2015 9:17,6.29688E+17,,
3518,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,ZaffoZaza,,0,,,I didn't like the sophmoric bickering back and forth between the candidates.  Not very presidential. @OutnumberedFNC #GOPDebate,,8/7/2015 9:17,6.29688E+17,,
